PriceList,Catalog,GradeGroup,Price
EQ3 EXW US V8,30192-06,10,836.0
EQ3 EXW US V8,30192-06,20,856.0
EQ3 EXW US V8,30192-06,30,871.0
EQ3 EXW US V8,30192-06,31,871.0
EQ3 EXW US V8,30192-06,40,891.0
EQ3 EXW US V8,30192-06,50,911.0
EQ3 EXW US V8,30192-06,60,931.0
EQ3 EXW US V8,30192-06,70,951.0
EQ3 EXW US V8,30192-06,F,1176.0
EQ3 EXW US V8,30192-06,I,1326.0
EQ3 EXW US V8,30192-06,41,nan
EQ3 EXW US V8,30192-06,42,nan
EQ3 EXW US V8,30192-07,10,967.0
EQ3 EXW US V8,30192-07,20,1007.0
EQ3 EXW US V8,30192-07,30,1037.0
EQ3 EXW US V8,30192-07,31,1037.0
EQ3 EXW US V8,30192-07,40,1067.0
EQ3 EXW US V8,30192-07,50,1117.0
EQ3 EXW US V8,30192-07,60,1167.0
EQ3 EXW US V8,30192-07,70,1217.0
EQ3 EXW US V8,30192-07,F,1817.0
EQ3 EXW US V8,30192-07,I,1967.0
EQ3 EXW US V8,30192-07,41,nan
EQ3 EXW US V8,30192-07,42,nan
EQ3 EXW US V8,30192-08,10,967.0
EQ3 EXW US V8,30192-08,20,1007.0
EQ3 EXW US V8,30192-08,30,1037.0
EQ3 EXW US V8,30192-08,31,1037.0
EQ3 EXW US V8,30192-08,40,1067.0
EQ3 EXW US V8,30192-08,50,1117.0
EQ3 EXW US V8,30192-08,60,1167.0
EQ3 EXW US V8,30192-08,70,1217.0
EQ3 EXW US V8,30192-08,F,1817.0
EQ3 EXW US V8,30192-08,I,1967.0
EQ3 EXW US V8,30192-08,41,nan
EQ3 EXW US V8,30192-08,42,nan
EQ3 EXW US V8,30192-09,10,607.0
EQ3 EXW US V8,30192-09,20,627.0
EQ3 EXW US V8,30192-09,30,642.0
EQ3 EXW US V8,30192-09,31,642.0
EQ3 EXW US V8,30192-09,40,677.0
EQ3 EXW US V8,30192-09,50,712.0
EQ3 EXW US V8,30192-09,60,747.0
EQ3 EXW US V8,30192-09,70,782.0
EQ3 EXW US V8,30192-09,F,1202.0
EQ3 EXW US V8,30192-09,I,1307.0
EQ3 EXW US V8,30192-09,41,nan
EQ3 EXW US V8,30192-09,42,nan
EQ3 EXW US V8,30192-10,10,461.0
EQ3 EXW US V8,30192-10,20,481.0
EQ3 EXW US V8,30192-10,30,496.0
EQ3 EXW US V8,30192-10,31,496.0
EQ3 EXW US V8,30192-10,40,516.0
EQ3 EXW US V8,30192-10,50,536.0
EQ3 EXW US V8,30192-10,60,556.0
EQ3 EXW US V8,30192-10,70,576.0
EQ3 EXW US V8,30192-10,F,801.0
EQ3 EXW US V8,30192-10,I,861.0
EQ3 EXW US V8,30192-10,41,nan
EQ3 EXW US V8,30192-10,42,nan
EQ3 EXW US V8,30192-11,10,554.0
EQ3 EXW US V8,30192-11,20,574.0
EQ3 EXW US V8,30192-11,30,589.0
EQ3 EXW US V8,30192-11,31,589.0
EQ3 EXW US V8,30192-11,40,624.0
EQ3 EXW US V8,30192-11,50,659.0
EQ3 EXW US V8,30192-11,60,694.0
EQ3 EXW US V8,30192-11,70,729.0
EQ3 EXW US V8,30192-11,F,1149.0
EQ3 EXW US V8,30192-11,I,1254.0
EQ3 EXW US V8,30192-11,41,nan
EQ3 EXW US V8,30192-11,42,nan
EQ3 EXW US V8,30192-12,10,554.0
EQ3 EXW US V8,30192-12,20,574.0
EQ3 EXW US V8,30192-12,30,589.0
EQ3 EXW US V8,30192-12,31,589.0
EQ3 EXW US V8,30192-12,40,624.0
EQ3 EXW US V8,30192-12,50,659.0
EQ3 EXW US V8,30192-12,60,694.0
EQ3 EXW US V8,30192-12,70,729.0
EQ3 EXW US V8,30192-12,F,1149.0
EQ3 EXW US V8,30192-12,I,1254.0
EQ3 EXW US V8,30192-12,41,nan
EQ3 EXW US V8,30192-12,42,nan
EQ3 EXW US V8,30192-14,10,874.0
EQ3 EXW US V8,30192-14,20,894.0
EQ3 EXW US V8,30192-14,30,909.0
EQ3 EXW US V8,30192-14,31,909.0
EQ3 EXW US V8,30192-14,40,924.0
EQ3 EXW US V8,30192-14,50,944.0
EQ3 EXW US V8,30192-14,60,964.0
EQ3 EXW US V8,30192-14,70,984.0
EQ3 EXW US V8,30192-14,F,1554.0
EQ3 EXW US V8,30192-14,I,1674.0
EQ3 EXW US V8,30192-14,41,nan
EQ3 EXW US V8,30192-14,42,nan
EQ3 EXW US V8,30192-15,10,873.0
EQ3 EXW US V8,30192-15,20,913.0
