PriceList,Catalog,GradeGroup,Price
EQ3 EXW CA V7,31116-02,70,645.0
EQ3 EXW CA V7,31116-02,F,955.0
EQ3 EXW CA V7,31116-02,I,1030.0
EQ3 EXW CA V7,31116-02,41,nan
EQ3 EXW CA V7,31116-02,42,nan
EQ3 EXW CA V7,31116-03,10,862.0
EQ3 EXW CA V7,31116-03,20,902.0
EQ3 EXW CA V7,31116-03,30,932.0
EQ3 EXW CA V7,31116-03,31,932.0
EQ3 EXW CA V7,31116-03,40,962.0
EQ3 EXW CA V7,31116-03,50,1012.0
EQ3 EXW CA V7,31116-03,60,1062.0
EQ3 EXW CA V7,31116-03,70,1112.0
EQ3 EXW CA V7,31116-03,F,1712.0
EQ3 EXW CA V7,31116-03,I,1862.0
EQ3 EXW CA V7,31116-03,41,nan
EQ3 EXW CA V7,31116-03,42,nan
EQ3 EXW CA V7,31116-04,10,242.0
EQ3 EXW CA V7,31116-04,20,262.0
EQ3 EXW CA V7,31116-04,30,277.0
EQ3 EXW CA V7,31116-04,31,277.0
EQ3 EXW CA V7,31116-04,40,297.0
EQ3 EXW CA V7,31116-04,50,317.0
EQ3 EXW CA V7,31116-04,60,337.0
EQ3 EXW CA V7,31116-04,70,357.0
EQ3 EXW CA V7,31116-04,F,582.0
EQ3 EXW CA V7,31116-04,I,642.0
EQ3 EXW CA V7,31116-04,41,247.0
EQ3 EXW CA V7,31116-04,42,267.0
EQ3 EXW CA V7,31116-07,10,815.0
EQ3 EXW CA V7,31116-07,20,855.0
EQ3 EXW CA V7,31116-07,30,885.0
EQ3 EXW CA V7,31116-07,31,885.0
EQ3 EXW CA V7,31116-07,40,915.0
EQ3 EXW CA V7,31116-07,50,965.0
EQ3 EXW CA V7,31116-07,60,1015.0
EQ3 EXW CA V7,31116-07,70,1065.0
EQ3 EXW CA V7,31116-07,F,1665.0
EQ3 EXW CA V7,31116-07,I,1815.0
EQ3 EXW CA V7,31116-07,41,nan
EQ3 EXW CA V7,31116-07,42,nan
EQ3 EXW CA V7,31116-08,10,815.0
EQ3 EXW CA V7,31116-08,20,855.0
EQ3 EXW CA V7,31116-08,30,885.0
EQ3 EXW CA V7,31116-08,31,885.0
EQ3 EXW CA V7,31116-08,40,915.0
EQ3 EXW CA V7,31116-08,50,965.0
EQ3 EXW CA V7,31116-08,60,1015.0
EQ3 EXW CA V7,31116-08,70,1065.0
EQ3 EXW CA V7,31116-08,F,1665.0
EQ3 EXW CA V7,31116-08,I,1815.0
EQ3 EXW CA V7,31116-08,41,nan
EQ3 EXW CA V7,31116-08,42,nan
EQ3 EXW CA V7,31116-09,10,528.0
EQ3 EXW CA V7,31116-09,20,548.0
EQ3 EXW CA V7,31116-09,30,563.0
EQ3 EXW CA V7,31116-09,31,563.0
EQ3 EXW CA V7,31116-09,40,598.0
EQ3 EXW CA V7,31116-09,50,633.0
EQ3 EXW CA V7,31116-09,60,668.0
EQ3 EXW CA V7,31116-09,70,703.0
EQ3 EXW CA V7,31116-09,F,1123.0
EQ3 EXW CA V7,31116-09,I,1228.0
EQ3 EXW CA V7,31116-09,41,nan
EQ3 EXW CA V7,31116-09,42,nan
EQ3 EXW CA V7,31116-10,10,433.0
EQ3 EXW CA V7,31116-10,20,453.0
EQ3 EXW CA V7,31116-10,30,468.0
EQ3 EXW CA V7,31116-10,31,468.0
EQ3 EXW CA V7,31116-10,40,488.0
EQ3 EXW CA V7,31116-10,50,508.0
EQ3 EXW CA V7,31116-10,60,528.0
EQ3 EXW CA V7,31116-10,70,548.0
EQ3 EXW CA V7,31116-10,F,773.0
EQ3 EXW CA V7,31116-10,I,833.0
EQ3 EXW CA V7,31116-10,41,nan
EQ3 EXW CA V7,31116-10,42,nan
EQ3 EXW CA V7,31116-14,10,667.0
EQ3 EXW CA V7,31116-14,20,687.0
EQ3 EXW CA V7,31116-14,30,702.0
EQ3 EXW CA V7,31116-14,31,702.0
EQ3 EXW CA V7,31116-14,40,717.0
EQ3 EXW CA V7,31116-14,50,737.0
EQ3 EXW CA V7,31116-14,60,757.0
EQ3 EXW CA V7,31116-14,70,777.0
EQ3 EXW CA V7,31116-14,F,1347.0
EQ3 EXW CA V7,31116-14,I,1467.0
EQ3 EXW CA V7,31116-14,41,nan
EQ3 EXW CA V7,31116-14,42,nan
EQ3 EXW CA V7,31116-15,10,792.0
EQ3 EXW CA V7,31116-15,20,832.0
EQ3 EXW CA V7,31116-15,30,862.0
EQ3 EXW CA V7,31116-15,31,862.0
EQ3 EXW CA V7,31116-15,40,892.0
EQ3 EXW CA V7,31116-15,50,942.0
EQ3 EXW CA V7,31116-15,60,992.0
EQ3 EXW CA V7,31116-15,70,1042.0
EQ3 EXW CA V7,31116-15,F,1642.0
EQ3 EXW CA V7,31116-15,I,1792.0
EQ3 EXW CA V7,31116-15,41,nan
EQ3 EXW CA V7,31116-15,42,nan
EQ3 EXW CA V7,31116-16,10,792.0
EQ3 EXW CA V7,31116-16,20,832.0
EQ3 EXW CA V7,31116-16,30,862.0
EQ3 EXW CA V7,31116-16,31,862.0
EQ3 EXW CA V7,31116-16,40,892.0
EQ3 EXW CA V7,31116-16,50,942.0
EQ3 EXW CA V7,31116-16,60,992.0
EQ3 EXW CA V7,31116-16,70,1042.0
EQ3 EXW CA V7,31116-16,F,1642.0
EQ3 EXW CA V7,31116-16,I,1792.0
EQ3 EXW CA V7,31116-16,41,nan
EQ3 EXW CA V7,31116-16,42,nan
EQ3 EXW CA V7,31116-35,10,792.0
EQ3 EXW CA V7,31116-35,20,832.0
EQ3 EXW CA V7,31116-35,30,862.0
EQ3 EXW CA V7,31116-35,31,862.0
EQ3 EXW CA V7,31116-35,40,892.0
EQ3 EXW CA V7,31116-35,50,942.0
EQ3 EXW CA V7,31116-35,60,992.0
EQ3 EXW CA V7,31116-35,70,1042.0
EQ3 EXW CA V7,31116-35,F,1472.0
EQ3 EXW CA V7,31116-35,I,1592.0
EQ3 EXW CA V7,31116-35,41,nan
EQ3 EXW CA V7,31116-35,42,nan
EQ3 EXW CA V7,31116-36,10,792.0
EQ3 EXW CA V7,31116-36,20,832.0
EQ3 EXW CA V7,31116-36,30,862.0
EQ3 EXW CA V7,31116-36,31,862.0
EQ3 EXW CA V7,31116-36,40,892.0
EQ3 EXW CA V7,31116-36,50,942.0
EQ3 EXW CA V7,31116-36,60,992.0
EQ3 EXW CA V7,31116-36,70,1042.0
EQ3 EXW CA V7,31116-36,F,1472.0
EQ3 EXW CA V7,31116-36,I,1592.0
EQ3 EXW CA V7,31116-36,41,nan
EQ3 EXW CA V7,31116-36,42,nan
EQ3 EXW CA V7,31116-39,10,1044.0
EQ3 EXW CA V7,31116-39,20,1084.0
EQ3 EXW CA V7,31116-39,30,1114.0
EQ3 EXW CA V7,31116-39,31,1114.0
EQ3 EXW CA V7,31116-39,40,1144.0
EQ3 EXW CA V7,31116-39,50,1194.0
EQ3 EXW CA V7,31116-39,60,1244.0
EQ3 EXW CA V7,31116-39,70,1294.0
EQ3 EXW CA V7,31116-39,F,1894.0
EQ3 EXW CA V7,31116-39,I,2044.0
EQ3 EXW CA V7,31116-39,41,nan
EQ3 EXW CA V7,31116-39,42,nan
EQ3 EXW CA V7,31116-40,10,1044.0
EQ3 EXW CA V7,31116-40,20,1084.0
EQ3 EXW CA V7,31116-40,30,1114.0
EQ3 EXW CA V7,31116-40,31,1114.0
EQ3 EXW CA V7,31116-40,40,1144.0
EQ3 EXW CA V7,31116-40,50,1194.0
EQ3 EXW CA V7,31116-40,60,1244.0
EQ3 EXW CA V7,31116-40,70,1294.0
EQ3 EXW CA V7,31116-40,F,1894.0
EQ3 EXW CA V7,31116-40,I,2044.0
EQ3 EXW CA V7,31116-40,41,nan
EQ3 EXW CA V7,31116-40,42,nan
EQ3 EXW CA V7,31116-64,10,339.0
EQ3 EXW CA V7,31116-64,20,359.0
EQ3 EXW CA V7,31116-64,30,374.0
EQ3 EXW CA V7,31116-64,31,374.0
EQ3 EXW CA V7,31116-64,40,394.0
EQ3 EXW CA V7,31116-64,50,414.0
EQ3 EXW CA V7,31116-64,60,434.0
EQ3 EXW CA V7,31116-64,70,454.0
EQ3 EXW CA V7,31116-64,F,614.0
EQ3 EXW CA V7,31116-64,I,674.0
EQ3 EXW CA V7,31116-64,41,344.0
EQ3 EXW CA V7,31116-64,42,364.0
EQ3 EXW CA V7,31116-74,10,336.0
EQ3 EXW CA V7,31116-74,20,356.0
EQ3 EXW CA V7,31116-74,30,371.0
EQ3 EXW CA V7,31116-74,31,371.0
EQ3 EXW CA V7,31116-74,40,391.0
EQ3 EXW CA V7,31116-74,50,411.0
EQ3 EXW CA V7,31116-74,60,431.0
EQ3 EXW CA V7,31116-74,70,451.0
EQ3 EXW CA V7,31116-74,F,611.0
EQ3 EXW CA V7,31116-74,I,671.0
EQ3 EXW CA V7,31116-74,41,341.0
EQ3 EXW CA V7,31116-74,42,361.0
EQ3 EXW CA V7,31116-82,10,947.0
EQ3 EXW CA V7,31116-82,20,987.0
EQ3 EXW CA V7,31116-82,30,1017.0
EQ3 EXW CA V7,31116-82,31,1017.0
EQ3 EXW CA V7,31116-82,40,1047.0
EQ3 EXW CA V7,31116-82,50,1097.0
EQ3 EXW CA V7,31116-82,60,1147.0
EQ3 EXW CA V7,31116-82,70,1197.0
EQ3 EXW CA V7,31116-82,F,1797.0
EQ3 EXW CA V7,31116-82,I,1947.0
EQ3 EXW CA V7,31116-82,41,nan
EQ3 EXW CA V7,31116-82,42,nan
EQ3 EXW CA V7,31116-83,10,947.0
EQ3 EXW CA V7,31116-83,20,987.0
EQ3 EXW CA V7,31116-83,30,1017.0
EQ3 EXW CA V7,31116-83,31,1017.0
EQ3 EXW CA V7,31116-83,40,1047.0
EQ3 EXW CA V7,31116-83,50,1097.0
EQ3 EXW CA V7,31116-83,60,1147.0
EQ3 EXW CA V7,31116-83,70,1197.0
EQ3 EXW CA V7,31116-83,F,1797.0
EQ3 EXW CA V7,31116-83,I,1947.0
EQ3 EXW CA V7,31116-83,41,nan
EQ3 EXW CA V7,31116-83,42,nan
EQ3 EXW CA V7,31116-84,10,952.0
EQ3 EXW CA V7,31116-84,20,992.0
EQ3 EXW CA V7,31116-84,30,1022.0
EQ3 EXW CA V7,31116-84,31,1022.0
EQ3 EXW CA V7,31116-84,40,1052.0
EQ3 EXW CA V7,31116-84,50,1102.0
EQ3 EXW CA V7,31116-84,60,1152.0
EQ3 EXW CA V7,31116-84,70,1202.0
EQ3 EXW CA V7,31116-84,F,1802.0
EQ3 EXW CA V7,31116-84,I,1952.0
EQ3 EXW CA V7,31116-84,41,nan
EQ3 EXW CA V7,31116-84,42,nan
EQ3 EXW CA V7,31116-85,10,952.0
EQ3 EXW CA V7,31116-85,20,992.0
EQ3 EXW CA V7,31116-85,30,1022.0
EQ3 EXW CA V7,31116-85,31,1022.0
EQ3 EXW CA V7,31116-85,40,1052.0
EQ3 EXW CA V7,31116-85,50,1102.0
EQ3 EXW CA V7,31116-85,60,1152.0
EQ3 EXW CA V7,31116-85,70,1202.0
EQ3 EXW CA V7,31116-85,F,1802.0
EQ3 EXW CA V7,31116-85,I,1952.0
EQ3 EXW CA V7,31116-85,41,nan
EQ3 EXW CA V7,31116-85,42,nan
EQ3 EXW CA V7,31116-86,10,999.0
EQ3 EXW CA V7,31116-86,20,1039.0
EQ3 EXW CA V7,31116-86,30,1069.0
EQ3 EXW CA V7,31116-86,31,1069.0
EQ3 EXW CA V7,31116-86,40,1099.0
EQ3 EXW CA V7,31116-86,50,1149.0
EQ3 EXW CA V7,31116-86,60,1199.0
EQ3 EXW CA V7,31116-86,70,1249.0
EQ3 EXW CA V7,31116-86,F,1849.0
EQ3 EXW CA V7,31116-86,I,1999.0
EQ3 EXW CA V7,31116-86,41,nan
EQ3 EXW CA V7,31116-86,42,nan
EQ3 EXW CA V7,31116-87,10,999.0
EQ3 EXW CA V7,31116-87,20,1039.0
EQ3 EXW CA V7,31116-87,30,1069.0
EQ3 EXW CA V7,31116-87,31,1069.0
EQ3 EXW CA V7,31116-87,40,1099.0
EQ3 EXW CA V7,31116-87,50,1149.0
EQ3 EXW CA V7,31116-87,60,1199.0
EQ3 EXW CA V7,31116-87,70,1249.0
EQ3 EXW CA V7,31116-87,F,1849.0
EQ3 EXW CA V7,31116-87,I,1999.0
EQ3 EXW CA V7,31116-87,41,nan
EQ3 EXW CA V7,31116-87,42,nan
EQ3 EXW CA V7,31116-91,10,906.0
EQ3 EXW CA V7,31116-91,20,946.0
EQ3 EXW CA V7,31116-91,30,976.0
EQ3 EXW CA V7,31116-91,31,976.0
EQ3 EXW CA V7,31116-91,40,1006.0
EQ3 EXW CA V7,31116-91,50,1056.0
EQ3 EXW CA V7,31116-91,60,1106.0
EQ3 EXW CA V7,31116-91,70,1156.0
EQ3 EXW CA V7,31116-91,F,1756.0
EQ3 EXW CA V7,31116-91,I,1906.0
EQ3 EXW CA V7,31116-91,41,nan
EQ3 EXW CA V7,31116-91,42,nan
EQ3 EXW CA V7,31116-93,10,336.0
EQ3 EXW CA V7,31116-93,20,356.0
EQ3 EXW CA V7,31116-93,30,371.0
EQ3 EXW CA V7,31116-93,31,371.0
EQ3 EXW CA V7,31116-93,40,391.0
EQ3 EXW CA V7,31116-93,50,411.0
EQ3 EXW CA V7,31116-93,60,431.0
EQ3 EXW CA V7,31116-93,70,451.0
EQ3 EXW CA V7,31116-93,F,611.0
EQ3 EXW CA V7,31116-93,I,671.0
EQ3 EXW CA V7,31116-93,41,341.0
EQ3 EXW CA V7,31116-93,42,361.0
EQ3 EXW CA V7,31116-94,10,339.0
EQ3 EXW CA V7,31116-94,20,359.0
EQ3 EXW CA V7,31116-94,30,374.0
EQ3 EXW CA V7,31116-94,31,374.0
EQ3 EXW CA V7,31116-94,40,394.0
EQ3 EXW CA V7,31116-94,50,414.0
EQ3 EXW CA V7,31116-94,60,434.0
EQ3 EXW CA V7,31116-94,70,454.0
EQ3 EXW CA V7,31116-94,F,614.0
EQ3 EXW CA V7,31116-94,I,674.0
EQ3 EXW CA V7,31116-94,41,344.0
EQ3 EXW CA V7,31116-94,42,364.0
EQ3 EXW CA V7,31116-S3,10,1046.0
EQ3 EXW CA V7,31116-S3,20,1086.0
EQ3 EXW CA V7,31116-S3,30,1116.0
EQ3 EXW CA V7,31116-S3,31,1116.0
EQ3 EXW CA V7,31116-S3,40,1146.0
EQ3 EXW CA V7,31116-S3,50,1196.0
EQ3 EXW CA V7,31116-S3,60,1246.0
EQ3 EXW CA V7,31116-S3,70,1296.0
EQ3 EXW CA V7,31116-S3,F,1896.0
EQ3 EXW CA V7,31116-S3,I,2046.0
EQ3 EXW CA V7,31116-S3,41,nan
EQ3 EXW CA V7,31116-S3,42,nan
EQ3 EXW CA V7,31116-H2,10,111.0
EQ3 EXW CA V7,31116-H2,20,116.0
EQ3 EXW CA V7,31116-H2,30,121.0
EQ3 EXW CA V7,31116-H2,31,121.0
EQ3 EXW CA V7,31116-H2,40,126.0
EQ3 EXW CA V7,31116-H2,50,131.0
EQ3 EXW CA V7,31116-H2,60,136.0
EQ3 EXW CA V7,31116-H2,70,141.0
EQ3 EXW CA V7,31116-H2,F,246.0
EQ3 EXW CA V7,31116-H2,I,271.0
EQ3 EXW CA V7,31116-H2,41,nan
EQ3 EXW CA V7,31116-H2,42,nan
EQ3 EXW CA V7,31116-H3,10,125.0
EQ3 EXW CA V7,31116-H3,20,130.0
EQ3 EXW CA V7,31116-H3,30,135.0
EQ3 EXW CA V7,31116-H3,31,135.0
EQ3 EXW CA V7,31116-H3,40,140.0
EQ3 EXW CA V7,31116-H3,50,145.0
EQ3 EXW CA V7,31116-H3,60,150.0
EQ3 EXW CA V7,31116-H3,70,155.0
EQ3 EXW CA V7,31116-H3,F,260.0
EQ3 EXW CA V7,31116-H3,I,285.0
EQ3 EXW CA V7,31116-H3,41,nan
EQ3 EXW CA V7,31116-H3,42,nan
EQ3 EXW CA V7,31116-H4,10,140.0
EQ3 EXW CA V7,31116-H4,20,145.0
EQ3 EXW CA V7,31116-H4,30,150.0
EQ3 EXW CA V7,31116-H4,31,150.0
EQ3 EXW CA V7,31116-H4,40,155.0
EQ3 EXW CA V7,31116-H4,50,160.0
EQ3 EXW CA V7,31116-H4,60,165.0
EQ3 EXW CA V7,31116-H4,70,170.0
EQ3 EXW CA V7,31116-H4,F,275.0
EQ3 EXW CA V7,31116-H4,I,300.0
EQ3 EXW CA V7,31116-H4,41,nan
EQ3 EXW CA V7,31116-H4,42,nan
EQ3 EXW CA V7,34116-01,10,218.0
EQ3 EXW CA V7,34116-01,20,258.0
EQ3 EXW CA V7,34116-01,30,288.0
EQ3 EXW CA V7,34116-01,31,288.0
EQ3 EXW CA V7,34116-01,40,318.0
EQ3 EXW CA V7,34116-01,50,368.0
EQ3 EXW CA V7,34116-01,60,418.0
EQ3 EXW CA V7,34116-01,70,468.0
EQ3 EXW CA V7,34116-01,F,1068.0
EQ3 EXW CA V7,34116-01,I,1218.0
EQ3 EXW CA V7,34116-01,41,nan
EQ3 EXW CA V7,34116-01,42,nan
EQ3 EXW CA V7,34116-02,10,148.0
EQ3 EXW CA V7,34116-02,20,168.0
EQ3 EXW CA V7,34116-02,30,183.0
EQ3 EXW CA V7,34116-02,31,183.0
EQ3 EXW CA V7,34116-02,40,203.0
EQ3 EXW CA V7,34116-02,50,223.0
EQ3 EXW CA V7,34116-02,60,243.0
EQ3 EXW CA V7,34116-02,70,263.0
EQ3 EXW CA V7,34116-02,F,573.0
EQ3 EXW CA V7,34116-02,I,648.0
EQ3 EXW CA V7,34116-02,41,nan
EQ3 EXW CA V7,34116-02,42,nan
EQ3 EXW CA V7,34116-03,10,178.0
EQ3 EXW CA V7,34116-03,20,218.0
EQ3 EXW CA V7,34116-03,30,248.0
EQ3 EXW CA V7,34116-03,31,248.0
EQ3 EXW CA V7,34116-03,40,278.0
EQ3 EXW CA V7,34116-03,50,328.0
EQ3 EXW CA V7,34116-03,60,378.0
EQ3 EXW CA V7,34116-03,70,428.0
EQ3 EXW CA V7,34116-03,F,1028.0
EQ3 EXW CA V7,34116-03,I,1178.0
EQ3 EXW CA V7,34116-03,41,nan
EQ3 EXW CA V7,34116-03,42,nan
EQ3 EXW CA V7,34116-04,10,53.0
EQ3 EXW CA V7,34116-04,20,73.0
EQ3 EXW CA V7,34116-04,30,88.0
EQ3 EXW CA V7,34116-04,31,88.0
EQ3 EXW CA V7,34116-04,40,108.0
EQ3 EXW CA V7,34116-04,50,128.0
EQ3 EXW CA V7,34116-04,60,148.0
EQ3 EXW CA V7,34116-04,70,168.0
EQ3 EXW CA V7,34116-04,F,393.0
EQ3 EXW CA V7,34116-04,I,453.0
EQ3 EXW CA V7,34116-04,41,nan
EQ3 EXW CA V7,34116-04,42,nan
EQ3 EXW CA V7,34116-07,10,178.0
EQ3 EXW CA V7,34116-07,20,218.0
EQ3 EXW CA V7,34116-07,30,248.0
EQ3 EXW CA V7,34116-07,31,248.0
EQ3 EXW CA V7,34116-07,40,278.0
EQ3 EXW CA V7,34116-07,50,328.0
EQ3 EXW CA V7,34116-07,60,378.0
EQ3 EXW CA V7,34116-07,70,428.0
EQ3 EXW CA V7,34116-07,F,1028.0
EQ3 EXW CA V7,34116-07,I,1178.0
EQ3 EXW CA V7,34116-07,41,nan
EQ3 EXW CA V7,34116-07,42,nan
EQ3 EXW CA V7,34116-08,10,178.0
EQ3 EXW CA V7,34116-08,20,218.0
EQ3 EXW CA V7,34116-08,30,248.0
EQ3 EXW CA V7,34116-08,31,248.0
EQ3 EXW CA V7,34116-08,40,278.0
EQ3 EXW CA V7,34116-08,50,328.0
EQ3 EXW CA V7,34116-08,60,378.0
EQ3 EXW CA V7,34116-08,70,428.0
EQ3 EXW CA V7,34116-08,F,1028.0
EQ3 EXW CA V7,34116-08,I,1178.0
EQ3 EXW CA V7,34116-08,41,nan
EQ3 EXW CA V7,34116-08,42,nan
EQ3 EXW CA V7,34116-09,10,138.0
EQ3 EXW CA V7,34116-09,20,158.0
EQ3 EXW CA V7,34116-09,30,173.0
EQ3 EXW CA V7,34116-09,31,173.0
EQ3 EXW CA V7,34116-09,40,208.0
EQ3 EXW CA V7,34116-09,50,243.0
EQ3 EXW CA V7,34116-09,60,278.0
EQ3 EXW CA V7,34116-09,70,313.0
EQ3 EXW CA V7,34116-09,F,733.0
EQ3 EXW CA V7,34116-09,I,838.0
EQ3 EXW CA V7,34116-09,41,nan
EQ3 EXW CA V7,34116-09,42,nan
EQ3 EXW CA V7,34116-10,10,123.0
EQ3 EXW CA V7,34116-10,20,143.0
EQ3 EXW CA V7,34116-10,30,158.0
EQ3 EXW CA V7,34116-10,31,158.0
EQ3 EXW CA V7,34116-10,40,178.0
EQ3 EXW CA V7,34116-10,50,198.0
EQ3 EXW CA V7,34116-10,60,218.0
EQ3 EXW CA V7,34116-10,70,238.0
EQ3 EXW CA V7,34116-10,F,463.0
EQ3 EXW CA V7,34116-10,I,523.0
EQ3 EXW CA V7,34116-10,41,nan
EQ3 EXW CA V7,34116-10,42,nan
EQ3 EXW CA V7,34116-14,10,158.0
EQ3 EXW CA V7,34116-14,20,178.0
EQ3 EXW CA V7,34116-14,30,193.0
EQ3 EXW CA V7,34116-14,31,193.0
EQ3 EXW CA V7,34116-14,40,208.0
EQ3 EXW CA V7,34116-14,50,228.0
EQ3 EXW CA V7,34116-14,60,248.0
EQ3 EXW CA V7,34116-14,70,268.0
EQ3 EXW CA V7,34116-14,F,838.0
EQ3 EXW CA V7,34116-14,I,958.0
EQ3 EXW CA V7,34116-14,41,nan
EQ3 EXW CA V7,34116-14,42,nan
EQ3 EXW CA V7,34116-15,10,158.0
EQ3 EXW CA V7,34116-15,20,198.0
EQ3 EXW CA V7,34116-15,30,228.0
EQ3 EXW CA V7,34116-15,31,228.0
EQ3 EXW CA V7,34116-15,40,258.0
EQ3 EXW CA V7,34116-15,50,308.0
EQ3 EXW CA V7,34116-15,60,358.0
EQ3 EXW CA V7,34116-15,70,408.0
EQ3 EXW CA V7,34116-15,F,1008.0
EQ3 EXW CA V7,34116-15,I,1158.0
EQ3 EXW CA V7,34116-15,41,nan
EQ3 EXW CA V7,34116-15,42,nan
EQ3 EXW CA V7,34116-16,10,158.0
EQ3 EXW CA V7,34116-16,20,198.0
EQ3 EXW CA V7,34116-16,30,228.0
EQ3 EXW CA V7,34116-16,31,228.0
EQ3 EXW CA V7,34116-16,40,258.0
EQ3 EXW CA V7,34116-16,50,308.0
EQ3 EXW CA V7,34116-16,60,358.0
EQ3 EXW CA V7,34116-16,70,408.0
EQ3 EXW CA V7,34116-16,F,1008.0
EQ3 EXW CA V7,34116-16,I,1158.0
EQ3 EXW CA V7,34116-16,41,nan
EQ3 EXW CA V7,34116-16,42,nan
EQ3 EXW CA V7,34116-35,10,158.0
EQ3 EXW CA V7,34116-35,20,198.0
EQ3 EXW CA V7,34116-35,30,228.0
EQ3 EXW CA V7,34116-35,31,228.0
EQ3 EXW CA V7,34116-35,40,258.0
EQ3 EXW CA V7,34116-35,50,308.0
EQ3 EXW CA V7,34116-35,60,358.0
EQ3 EXW CA V7,34116-35,70,408.0
EQ3 EXW CA V7,34116-35,F,838.0
EQ3 EXW CA V7,34116-35,I,958.0
EQ3 EXW CA V7,34116-35,41,nan
EQ3 EXW CA V7,34116-35,42,nan
EQ3 EXW CA V7,34116-36,10,158.0
EQ3 EXW CA V7,34116-36,20,198.0
EQ3 EXW CA V7,34116-36,30,228.0
EQ3 EXW CA V7,34116-36,31,228.0
EQ3 EXW CA V7,34116-36,40,258.0
EQ3 EXW CA V7,34116-36,50,308.0
EQ3 EXW CA V7,34116-36,60,358.0
EQ3 EXW CA V7,34116-36,70,408.0
EQ3 EXW CA V7,34116-36,F,838.0
EQ3 EXW CA V7,34116-36,I,958.0
EQ3 EXW CA V7,34116-36,41,nan
EQ3 EXW CA V7,34116-36,42,nan
EQ3 EXW CA V7,34116-39,10,248.0
EQ3 EXW CA V7,34116-39,20,288.0
EQ3 EXW CA V7,34116-39,30,318.0
EQ3 EXW CA V7,34116-39,31,318.0
EQ3 EXW CA V7,34116-39,40,348.0
EQ3 EXW CA V7,34116-39,50,398.0
EQ3 EXW CA V7,34116-39,60,448.0
EQ3 EXW CA V7,34116-39,70,498.0
EQ3 EXW CA V7,34116-39,F,1098.0
EQ3 EXW CA V7,34116-39,I,1248.0
EQ3 EXW CA V7,34116-39,41,nan
EQ3 EXW CA V7,34116-39,42,nan
EQ3 EXW CA V7,34116-40,10,248.0
EQ3 EXW CA V7,34116-40,20,288.0
EQ3 EXW CA V7,34116-40,30,318.0
EQ3 EXW CA V7,34116-40,31,318.0
EQ3 EXW CA V7,34116-40,40,348.0
EQ3 EXW CA V7,34116-40,50,398.0
EQ3 EXW CA V7,34116-40,60,448.0
EQ3 EXW CA V7,34116-40,70,498.0
EQ3 EXW CA V7,34116-40,F,1098.0
EQ3 EXW CA V7,34116-40,I,1248.0
EQ3 EXW CA V7,34116-40,41,nan
EQ3 EXW CA V7,34116-40,42,nan
EQ3 EXW CA V7,34116-64,10,88.0
EQ3 EXW CA V7,34116-64,20,108.0
EQ3 EXW CA V7,34116-64,30,123.0
EQ3 EXW CA V7,34116-64,31,123.0
EQ3 EXW CA V7,34116-64,40,143.0
EQ3 EXW CA V7,34116-64,50,163.0
EQ3 EXW CA V7,34116-64,60,183.0
EQ3 EXW CA V7,34116-64,70,203.0
EQ3 EXW CA V7,34116-64,F,363.0
EQ3 EXW CA V7,34116-64,I,423.0
EQ3 EXW CA V7,34116-64,41,nan
EQ3 EXW CA V7,34116-64,42,nan
EQ3 EXW CA V7,34116-74,10,88.0
EQ3 EXW CA V7,34116-74,20,108.0
EQ3 EXW CA V7,34116-74,30,123.0
EQ3 EXW CA V7,34116-74,31,123.0
EQ3 EXW CA V7,34116-74,40,143.0
EQ3 EXW CA V7,34116-74,50,163.0
EQ3 EXW CA V7,34116-74,60,183.0
EQ3 EXW CA V7,34116-74,70,203.0
EQ3 EXW CA V7,34116-74,F,363.0
EQ3 EXW CA V7,34116-74,I,423.0
EQ3 EXW CA V7,34116-74,41,nan
EQ3 EXW CA V7,34116-74,42,nan
EQ3 EXW CA V7,34116-82,10,248.0
EQ3 EXW CA V7,34116-82,20,288.0
EQ3 EXW CA V7,34116-82,30,318.0
EQ3 EXW CA V7,34116-82,31,318.0
EQ3 EXW CA V7,34116-82,40,348.0
EQ3 EXW CA V7,34116-82,50,398.0
EQ3 EXW CA V7,34116-82,60,448.0
EQ3 EXW CA V7,34116-82,70,498.0
EQ3 EXW CA V7,34116-82,F,1098.0
EQ3 EXW CA V7,34116-82,I,1248.0
EQ3 EXW CA V7,34116-82,41,nan
EQ3 EXW CA V7,34116-82,42,nan
EQ3 EXW CA V7,34116-83,10,248.0
EQ3 EXW CA V7,34116-83,20,288.0
EQ3 EXW CA V7,34116-83,30,318.0
EQ3 EXW CA V7,34116-83,31,318.0
EQ3 EXW CA V7,34116-83,40,348.0
EQ3 EXW CA V7,34116-83,50,398.0
EQ3 EXW CA V7,34116-83,60,448.0
EQ3 EXW CA V7,34116-83,70,498.0
EQ3 EXW CA V7,34116-83,F,1098.0
EQ3 EXW CA V7,34116-83,I,1248.0
EQ3 EXW CA V7,34116-83,41,nan
EQ3 EXW CA V7,34116-83,42,nan
EQ3 EXW CA V7,34116-84,10,248.0
EQ3 EXW CA V7,34116-84,20,288.0
EQ3 EXW CA V7,34116-84,30,318.0
EQ3 EXW CA V7,34116-84,31,318.0
EQ3 EXW CA V7,34116-84,40,348.0
EQ3 EXW CA V7,34116-84,50,398.0
EQ3 EXW CA V7,34116-84,60,448.0
EQ3 EXW CA V7,34116-84,70,498.0
EQ3 EXW CA V7,34116-84,F,1098.0
